step,elapsed_tokens,elapsed_examples,training_loss,training_token_accuracy
2032,1609120,4064,0.624586152,0.783919598
2033,1609938,4066,0.546328484,0.825745683
2034,1610708,4068,0.552328921,0.828150573
2035,1611414,4070,0.638649365,0.800718133
2036,1612232,4072,0.502241694,0.848854962
2037,1613082,4074,0.492542903,0.852646638
2038,1613852,4076,0.444690608,0.848932677
2039,1614606,4078,0.364809427,0.867857143
2040,1615312,4080,0.726291521,0.780530973
2041,1616050,4082,0.495916834,0.833613445
2042,1616836,4084,0.527182578,0.815972222
2043,1617574,4086,0.556299731,0.816780822
2044,1618408,4088,0.475548869,0.843137255
2045,1619210,4090,0.47873844,0.838050314
2046,1620028,4092,0.458797081,0.851794072
2047,1620814,4094,0.516521001,0.847003155
2048,1621632,4096,0.488856339,0.843317972
2049,1622402,4098,0.508047585,0.818481848
2050,1623236,4100,0.476489219,0.844720497
2051,1624086,4102,0.403885676,0.875192604
2052,1624936,4104,0.624998599,0.791788856
2053,1625754,4106,0.51909236,0.824561404
2054,1626556,4108,0.589412394,0.826606876
2055,1627454,4110,0.346456726,0.87797619
2056,1628256,4112,0.365052408,0.877887789
2057,1629058,4114,0.434771185,0.852848101
2058,1629876,4116,0.537622184,0.812995246
2059,1630550,4118,0.476444041,0.847058824
2060,1631400,4120,0.510940166,0.852760736
2061,1632138,4122,0.417692336,0.873096447
2062,1632940,4124,0.408451428,0.85942492
2063,1633678,4126,0.429959661,0.860824742
2064,1634480,4128,0.423842925,0.858569052
2065,1635266,4130,0.335348083,0.88034188
2066,1636068,4132,0.40477558,0.853195164
2067,1636854,4134,0.575222019,0.797996661
2068,1637608,4136,0.39615164,0.86
2069,1638458,4138,0.444477456,0.859598854
2070,1639260,4140,0.436901316,0.855384615
2071,1639966,4142,0.481631107,0.861666667
2072,1640800,4144,0.443583651,0.834146341
2073,1641554,4146,0.560273151,0.828711256
2074,1642308,4148,0.489459247,0.848993289
2075,1643030,4150,0.49773634,0.831282953
2076,1643864,4152,0.520630265,0.832037325
2077,1644634,4154,0.398068795,0.871750433
2078,1645468,4156,0.40880185,0.870229008
2079,1646334,4158,0.445092163,0.837245696
2080,1647168,4160,0.560381803,0.82674772
2081,1647970,4162,0.435862796,0.850162866
2082,1648708,4164,0.370977037,0.86115993
2083,1649414,4166,0.418409665,0.853747715
2084,1650152,4168,0.572275948,0.812043796
2085,1650970,4170,0.557865517,0.808541973
2086,1651788,4172,0.529747948,0.844615385
2087,1652526,4174,0.331485564,0.892857143
2088,1653376,4176,0.485679458,0.869117647
2089,1654146,4178,0.466648618,0.848874598
2090,1654932,4180,0.496548806,0.857361963
2091,1655718,4182,0.483016652,0.830564784
2092,1656520,4184,0.405082284,0.86541471
2093,1657306,4186,0.426389361,0.861111111
2094,1658188,4188,0.534059885,0.80610687
2095,1658958,4190,0.540597706,0.80449827
2096,1659744,4192,0.46740634,0.849206349
2097,1660546,4194,0.616149848,0.796052632
2098,1661332,4196,0.539772078,0.815660685
2099,1662134,4198,0.593106147,0.796052632
2100,1662952,4200,0.453452926,0.850793651
2101,1663706,4202,0.677604843,0.805695142
2102,1664412,4204,0.654696641,0.794339623
2103,1665230,4206,0.596935432,0.811059908
2104,1666000,4208,0.46585291,0.842016807
2105,1666722,4210,0.584392235,0.804428044
2106,1667444,4212,0.426775876,0.861403509
2107,1668214,4214,0.583933935,0.822580645
2108,1669000,4216,0.547234237,0.833590139
2109,1669818,4218,0.479186566,0.857777778
2110,1670556,4220,0.547292813,0.838487973
2111,1671422,4222,0.491642634,0.847222222
2112,1672160,4224,0.337237846,0.887755102
2113,1672866,4226,0.616349125,0.815517241
2114,1673748,4228,0.621791727,0.787356322
2115,1674518,4230,0.513260957,0.819897084
2116,1675320,4232,0.596438933,0.825242718
2117,1676154,4234,0.475692179,0.845553822
2118,1676924,4236,0.441332509,0.844006568
2119,1677710,4238,0.499915541,0.8304
2120,1678448,4240,0.546269829,0.833333333
2121,1679170,4242,0.558217133,0.810714286
2122,1679972,4244,0.458202,0.833910035
2123,1680694,4246,0.41607106,0.854026846
2124,1681576,4248,0.434494939,0.855869242
2125,1682362,4250,0.438100672,0.862619808
2126,1683196,4252,0.51229027,0.827371695
2127,1684014,4254,0.543323529,0.807565789
2128,1684752,4256,0.419978209,0.871972318
2129,1685522,4258,0.386383948,0.872909699
2130,1686372,4260,0.398622159,0.862170088
2131,1687270,4262,0.612487058,0.812061711
2132,1688040,4264,0.422306051,0.860344828
2133,1688922,4266,0.576032117,0.818590705
2134,1689724,4268,0.442406374,0.843042071
2135,1690542,4270,0.370895979,0.857876712
2136,1691280,4272,0.323083819,0.911330049
2137,1692034,4274,0.544797542,0.837837838
2138,1692804,4276,0.399489179,0.860971524
2139,1693590,4278,0.7129116,0.773584906
2140,1694344,4280,0.524643424,0.809187279
2141,1695082,4282,0.58770633,0.799313894
2142,1695788,4284,0.420453618,0.864674868
2143,1696686,4286,0.49281668,0.840425532
2144,1697408,4288,0.561660753,0.822335025
2145,1698194,4290,0.524807162,0.815566836
2146,1698964,4292,0.476610885,0.847682119
2147,1699734,4294,0.615369649,0.790825688
2148,1700488,4296,0.405742792,0.862012987
2149,1701258,4298,0.432392817,0.855737705
2150,1702108,4300,0.641671854,0.79505814
2151,1702862,4302,0.492291139,0.850082372
2152,1703664,4304,0.458370171,0.85935085
2153,1704386,4306,0.536143747,0.832478632
2154,1705156,4308,0.399262774,0.867647059
2155,1706006,4310,0.60291,0.811616954
2156,1706728,4312,0.470898757,0.846938776
2157,1707562,4314,0.493659157,0.839427663
2158,1708332,4316,0.488924788,0.839546191
2159,1709182,4318,0.553111997,0.829230769
2160,1710064,4320,0.449403493,0.8296875
2161,1710866,4322,0.505485459,0.84370258
2162,1711588,4324,0.438156341,0.855534709
2163,1712278,4326,0.582995476,0.801115242
2164,1713032,4328,0.49720179,0.83105802
2165,1713930,4330,0.364137893,0.8723099
2166,1714636,4332,0.417424886,0.863084922
2167,1715406,4334,0.554214777,0.820168067
2168,1716096,4336,0.362709183,0.872113677
2169,1716914,4338,0.395303769,0.860780985
2170,1717700,4340,0.566788269,0.810945274
2171,1718470,4342,0.514359717,0.861157025
2172,1719416,4344,0.538369297,0.825077399
2173,1720218,4346,0.632431963,0.792013311
2174,1721068,4348,0.719310842,0.787833828
2175,1721886,4350,0.458107601,0.828333333
2176,1722672,4352,0.547507675,0.813479624
2177,1723458,4354,0.405174552,0.8544
2178,1724372,4356,0.490080528,0.843137255
2179,1725174,4358,0.440952828,0.846394984
2180,1726008,4360,0.422150511,0.858712716
2181,1726794,4362,0.50973533,0.850152905
2182,1727612,4364,0.470524483,0.835772358
2183,1728334,4366,0.349470309,0.886986301
2184,1729056,4368,0.553871903,0.813461538
2185,1729874,4370,0.434102568,0.849683544
2186,1730612,4372,0.411451094,0.852941176
2187,1731446,4374,0.43665639,0.859813084
2188,1732248,4376,0.591069198,0.806818182
2189,1733034,4378,0.481425897,0.833055092
2190,1733836,4380,0.382535108,0.869218501
2191,1734718,4382,0.552040656,0.815384615
2192,1735552,4384,0.478353206,0.850574713
2193,1736386,4386,0.471676709,0.826989619
2194,1737220,4388,0.520524868,0.835294118
2195,1738006,4390,0.707511118,0.776859504
2196,1738696,4392,0.373140295,0.883040936
2197,1739546,4394,0.401609448,0.877272727
2198,1740348,4396,0.560003713,0.831230284
2199,1741086,4398,0.420796892,0.857142857
2200,1741792,4400,0.610078484,0.81216458
2201,1742610,4402,0.588060295,0.813445378
2202,1743428,4404,0.53458892,0.822006472
2203,1744182,4406,0.460522853,0.84789644
2204,1744968,4408,0.484567537,0.849915683
2205,1745674,4410,0.436635637,0.853309481
2206,1746428,4412,0.559777842,0.832191781
2207,1747470,4414,0.377893629,0.859773371
2208,1748208,4416,0.444639761,0.851027397
2209,1749090,4418,0.504688008,0.837386018
2210,1749828,4420,0.526752023,0.824561404
2211,1750614,4422,0.563012883,0.795608108
2212,1751384,4424,0.458258142,0.85203252
2213,1752138,4426,0.383503036,0.892561983
2214,1752956,4428,0.459332905,0.864
2215,1753694,4430,0.447166127,0.866319444
2216,1754480,4432,0.723129382,0.783151326
2217,1755234,4434,0.543595666,0.83277592
2218,1756004,4436,0.560801204,0.803082192
2219,1756854,4438,0.580171934,0.816568047
2220,1757672,4440,0.513668791,0.827419355
2221,1758538,4442,0.400914335,0.875549048
2222,1759356,4444,0.684855995,0.780130293
2223,1760078,4446,0.389156407,0.868243243
2224,1760864,4448,0.483125191,0.838435374
2225,1761618,4450,0.533791319,0.842356688
2226,1762452,4452,0.545430787,0.818471338
2227,1763302,4454,0.531325753,0.820472441
2228,1764104,4456,0.502760136,0.841243863
2229,1764826,4458,0.488803451,0.844947735
2230,1765660,4460,0.560098614,0.818320611
2231,1766446,4462,0.480067084,0.862903226
2232,1767200,4464,0.573221641,0.802047782
2233,1767938,4466,0.508639006,0.831889081
2234,1768676,4468,0.51895913,0.816901408
2235,1769398,4470,0.466090182,0.854483926
2236,1770456,4472,0.454807585,0.823045267
2237,1771322,4474,0.369945327,0.887769784
2238,1772188,4476,0.50614226,0.814756672
2239,1772894,4478,0.453807114,0.856893543
2240,1773664,4480,0.455290637,0.847198642
2241,1774402,4482,0.452500086,0.86589404
2242,1775204,4484,0.460694538,0.826797386
2243,1775974,4486,0.452235817,0.833928571
2244,1776744,4488,0.375101782,0.871544715
2245,1777546,4490,0.540412082,0.824414716
2246,1778380,4492,0.448391485,0.862951807
2247,1779102,4494,0.521924952,0.840909091
2248,1779872,4496,0.380128409,0.864600326
2249,1780578,4498,0.678227725,0.790186125
2250,1781396,4500,0.523116479,0.828525641
2251,1782278,4502,0.342354943,0.881913303
2252,1783128,4504,0.46579832,0.861111111
2253,1784058,4506,0.459370799,0.814696486
2254,1784860,4508,0.450009372,0.851913478
2255,1785614,4510,0.553255766,0.828618968
2256,1786368,4512,0.436524748,0.86443662
2257,1787090,4514,0.469842889,0.848229342
2258,1787860,4516,0.596508421,0.816923077
2259,1788662,4518,0.44613319,0.856427379
2260,1789400,4520,0.493253896,0.847457627
2261,1790202,4522,0.641328167,0.798722045
2262,1791036,4524,0.4036705,0.875993641
2263,1791838,4526,0.517766425,0.835897436
2264,1792576,4528,0.5347476,0.820205479
2265,1793330,4530,0.572904515,0.816013629
2266,1794100,4532,0.469829199,0.846534653
2267,1794870,4534,0.479288071,0.849662162
2268,1795656,4536,0.459163207,0.855365474
2269,1796442,4538,0.543955867,0.842019544
2270,1797308,4540,0.382094154,0.872340426
2271,1798014,4542,0.538969162,0.829015544
2272,1798800,4544,0.482843003,0.84760274
2273,1799586,4546,0.453752732,0.856913183
2274,1800420,4548,0.579491965,0.810064935
2275,1801270,4550,0.474966069,0.836507937
2276,1802072,4552,0.483476783,0.819420784
2277,1802874,4554,0.365182613,0.872131148
2278,1803676,4556,0.34797687,0.879204893
2279,1804366,4558,0.502947699,0.8173258
2280,1805152,4560,0.671885765,0.782467532
2281,1805842,4562,0.437071307,0.863475177
2282,1806660,4564,0.439807981,0.863842663
2283,1807510,4566,0.527419708,0.817589577
2284,1808376,4568,0.421018921,0.833333333
2285,1809258,4570,0.483724766,0.831790123
2286,1809964,4572,0.356514557,0.881849315
2287,1810766,4574,0.394921369,0.873990307
2288,1811504,4576,0.594031463,0.795180723
2289,1812386,4578,0.449629962,0.850722311
2290,1813172,4580,0.556484456,0.823214286
2291,1814006,4582,0.381312838,0.872670807
2292,1814824,4584,0.697973046,0.773228346
2293,1815626,4586,0.555107864,0.80781759
2294,1816428,4588,0.550706878,0.83033033
2295,1817150,4590,0.474277147,0.846689895
2296,1818032,4592,0.376743686,0.876854599
2297,1818786,4594,0.497133503,0.855072464
2298,1819572,4596,0.541281561,0.836477987
2299,1820502,4598,0.31990512,0.880916031
2300,1821240,4600,0.53482312,0.829351536
2301,1822074,4602,0.362178525,0.875576037
2302,1822956,4604,0.436228427,0.860986547
2303,1823726,4606,0.566198155,0.807017544
2304,1824448,4608,0.446431677,0.857142857
2305,1825170,4610,0.434019318,0.864774624
2306,1825940,4612,0.512226334,0.817578773
2307,1826710,4614,0.439213331,0.855195911
2308,1827448,4616,0.371982198,0.860824742
2309,1828266,4618,0.634115309,0.791666667
2310,1828956,4620,0.551396196,0.829401089
2311,1829774,4622,0.413132529,0.879936809
2312,1830592,4624,0.606819494,0.79342723
2313,1831394,4626,0.425227681,0.848585691
2314,1832164,4628,0.474285989,0.842276423
2315,1832902,4630,0.547839384,0.804054054
2316,1833640,4632,0.554131821,0.809090909
2317,1834522,4634,0.429720839,0.850152905
2318,1835260,4636,0.460890523,0.847942755
2319,1836078,4638,0.421728127,0.851602024
2320,1836896,4640,0.45159108,0.839228296
2321,1837602,4642,0.481019977,0.857388316
2322,1838388,4644,0.397020926,0.865814696
2323,1839174,4646,0.491049546,0.83105802
2324,1839944,4648,0.355950014,0.870279146
2325,1840666,4650,0.577452297,0.814569536
2326,1841484,4652,0.457320117,0.860326895
2327,1842270,4654,0.414690971,0.871021776
2328,1843056,4656,0.468871709,0.8544
2329,1843842,4658,0.455945419,0.845181675
2330,1844692,4660,0.526324029,0.834575261
2331,1845478,4662,0.408307674,0.870860927
2332,1846232,4664,0.533537185,0.839137645
2333,1847082,4666,0.379118658,0.862015504
2334,1847852,4668,0.303139883,0.903389831
2335,1848654,4670,0.542211983,0.821963394
2336,1849424,4672,0.679622866,0.790243902
2337,1850242,4674,0.485360885,0.8464
2338,1850980,4676,0.367230057,0.872958258
2339,1851782,4678,0.418330967,0.854483926
2340,1852568,4680,0.44636085,0.844481605
2341,1853370,4682,0.629707475,0.796116505
2342,1854172,4684,0.414604825,0.869009585
2343,1854894,4686,0.474186439,0.839655172
2344,1855776,4688,0.399340155,0.844006568
2345,1856610,4690,0.492965493,0.847020934
2346,1857300,4692,0.578361345,0.830985915
2347,1858150,4694,0.475214553,0.838607595
2348,1858936,4696,0.527408292,0.826645265
2349,1859786,4698,0.538239482,0.831343284
2350,1860492,4700,0.489811121,0.855045872
2351,1861358,4702,0.51683486,0.84077381
2352,1862192,4704,0.533567011,0.82487725
2353,1862994,4706,0.513677401,0.823529412
2354,1863796,4708,0.525674305,0.812807882
2355,1864614,4710,0.419116522,0.857827476
2356,1865352,4712,0.43466516,0.864674868
2357,1866154,4714,0.574721332,0.816393443
2358,1866988,4716,0.388398819,0.86963434
2359,1867838,4718,0.397805735,0.873977087
2360,1868656,4720,0.557747783,0.807443366
2361,1869458,4722,0.539681939,0.817589577
2362,1870324,4724,0.59443274,0.811377246
2363,1871142,4726,0.589407208,0.778716216
2364,1871880,4728,0.532259088,0.825862069
2365,1872650,4730,0.622206536,0.822006472
2366,1873452,4732,0.439987752,0.844911147
2367,1874238,4734,0.559375391,0.838141026
2368,1874960,4736,0.428088991,0.859232176
2369,1875746,4738,0.466626874,0.846153846
2370,1876596,4740,0.445156933,0.868012422
2371,1877302,4742,0.506346187,0.843462247
2372,1878040,4744,0.437436394,0.873287671
2373,1878842,4746,0.505835425,0.825581395
2374,1879676,4748,0.418186173,0.853073463
2375,1880478,4750,0.545126101,0.816199377
2376,1881232,4752,0.639726906,0.797406807
2377,1881954,4754,0.39688994,0.864503817
2378,1882724,4756,0.577358882,0.822185971
2379,1883494,4758,0.365710215,0.877192982
2380,1884360,4760,0.408069758,0.868731563
2381,1885258,4762,0.602339177,0.809171598
2382,1886012,4764,0.417616533,0.865546218
2383,1886702,4766,0.554688296,0.827777778
2384,1887488,4768,0.531522083,0.819512195
2385,1888258,4770,0.473949658,0.829145729
2386,1889028,4772,0.654635137,0.795986622
2387,1889830,4774,0.481471837,0.845659164
2388,1890664,4776,0.44567394,0.836601307
2389,1891466,4778,0.496741621,0.849586777
2390,1892172,4780,0.53298066,0.850694444
2391,1892958,4782,0.485726177,0.83220339
2392,1893712,4784,0.56397401,0.837049743
2393,1894514,4786,0.41588829,0.870919881
2394,1895236,4788,0.468032404,0.858376511
2395,1896246,4790,0.417797771,0.842323651
2396,1897048,4792,0.549927132,0.812307692
2397,1897754,4794,0.59950168,0.813186813
2398,1898540,4796,0.388433572,0.853820598
2399,1899358,4798,0.498155285,0.829145729
2400,1900144,4800,0.447153402,0.868902439
2401,1900946,4802,0.571793609,0.814935065
2402,1901796,4804,0.627832058,0.775577558
2403,1902550,4806,0.412144803,0.855218855
2404,1903416,4808,0.447477662,0.861356932
2405,1904250,4810,0.392149823,0.835820896
2406,1905084,4812,0.382712735,0.861068702
2407,1905886,4814,0.607306892,0.799357945
2408,1906672,4816,0.428322416,0.855987055
2409,1907634,4818,0.398858117,0.852339181
2410,1908404,4820,0.528025308,0.835463259
2411,1909142,4822,0.509693586,0.84
2412,1909944,4824,0.43907772,0.853462158
2413,1910810,4826,0.497243792,0.841715976
2414,1911612,4828,0.62559262,0.822553897
2415,1912382,4830,0.523767084,0.831903945
2416,1913168,4832,0.548492788,0.845901639
2417,1913938,4834,0.498455464,0.846830986
2418,1914724,4836,0.48437004,0.845486111
2419,1915542,4838,0.48678977,0.836220472
2420,1916312,4840,0.385639842,0.881889764
